folder_name,seed,max_steps,game,final_global_step,final_expl0,final_expl1,final_avg_exploitability,algorithm_name_config,alpha_config,anneal_lr_config,beta_config,clip_coef_config,clip_vloss_config,cuda_config,ent_coef_config,eval_every_config,gae_config,gae_lambda_config,gamma_config,iem_lr_config,learning_rate_config,max_grad_norm_config,norm_adv_config,num_envs_config,num_minibatches_config,num_steps_config,policy_head_config,target_kl_config,tsallis_q_config,update_epochs_config,vf_coef_config
2026-04-03_04-06-00-102312_24a692,1,10000000,classical_phantom_ttt,10002432.0,0.1562554825922336,0.1229579685101162,0.1396067255511749,iem_ppo,0.4,True,3.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,1.5,2,0.0625
2026-04-03_05-47-37-330750_996d76,1,10000000,classical_phantom_ttt,10002432.0,0.1547222706203496,0.1142272649689448,0.1344747677946472,iem_ppo,0.4,True,0.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,1.5,2,0.0625
2026-04-03_07-28-55-104776_630705,1,10000000,classical_phantom_ttt,10002432.0,0.1364739902785791,0.1175391594047601,0.1270065748416696,iem_ppo,0.4,True,0.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,1.2,2,0.0625
2026-04-03_11-23-23-057344_97cc81,1,10000000,classical_phantom_ttt,10002432.0,0.1763669639495236,0.1281599679795169,0.15226346596452023,iem_ppo,0.4,True,3.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,1.0,True,8,2,512,softmax,,2.0,2,0.0625
2026-04-03_13-03-24-109746_ea03a7,1,10000000,classical_phantom_ttt,10002432.0,0.1468042730607878,0.128083956406017,0.1374441147334024,iem_ppo,0.4,True,5.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-04-03_14-43-42-941383_ad4e6c,1,10000000,classical_phantom_ttt,10002432.0,0.1497834299702731,0.1304896793366523,0.1401365546534627,iem_ppo,0.4,True,3.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.125
2026-04-03_16-23-18-535729_fc70d5,1,10000000,classical_phantom_ttt,10002432.0,0.1590708558899758,0.1644381380098589,0.16175449694991734,iem_ppo,0.3,True,3.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-04-03_18-05-31-805829_ba9625,1,10000000,classical_phantom_ttt,10002432.0,0.1817818472645888,0.166305858236184,0.1740438527503864,iem_ppo,0.4,True,3.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.003,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-04-03_21-23-55-541355_53092e,2,10000000,classical_phantom_ttt,10002432.0,0.1285199588572496,0.1028677093828464,0.115693834120048,iem_ppo,0.4,True,3.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-04-03_23-04-05-094290_9585bb,3,10000000,classical_phantom_ttt,10002432.0,0.1863366441624329,0.1121881095137987,0.1492623768381158,iem_ppo,0.4,True,3.0,0.05,True,True,0.2,100,True,0.95,0.99,0.001,0.002,0.5,True,8,2,512,softmax,,2.0,2,0.0625
2026-04-04_17-32-33-125777_1f997e,1,10000000,classical_phantom_ttt,10002432.0,0.1315551062043038,0.1254050510926251,0.12848007864846445,iem_ppo,0.4,True,0.5,0.05,True,True,0.1,10,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-04-04_18-08-13-979605_6c33b1,2,10000000,classical_phantom_ttt,10002432.0,0.124819141375337,0.1167561119028587,0.12078762663909785,iem_ppo,0.4,True,0.5,0.05,True,True,0.1,10,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-04-04_18-44-00-174187_dd84b4,3,10000000,classical_phantom_ttt,10002432.0,0.1188818517381931,0.1151914573599925,0.1170366545490928,iem_ppo,0.4,True,0.5,0.05,True,True,0.1,10,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-04-04_22-02-26-361734_40d708,1,10000000,classical_phantom_ttt,10002432.0,0.132479633244607,0.1156495422328436,0.1240645877387253,iem_ppo,0.4,True,1.0,0.05,True,True,0.1,10,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-04-04_23-06-36-737828_dc116d,2,10000000,classical_phantom_ttt,10002432.0,0.1481526895842392,0.1265830416009236,0.1373678655925814,iem_ppo,0.4,True,1.0,0.05,True,True,0.1,10,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-04-05_00-11-48-665398_45dd03,3,10000000,classical_phantom_ttt,10002432.0,0.1170802960801469,0.1339562418882933,0.1255182689842201,iem_ppo,0.4,True,1.0,0.05,True,True,0.1,10,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-04-05_15-47-38-834670_7a2492,1,10000000,classical_phantom_ttt,10002432.0,0.1369523760753456,0.1188321527600652,0.1278922644177054,iem_ppo,0.5,True,3.0,0.05,True,False,0.1,10,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-04-05_16-27-52-406187_e75169,2,10000000,classical_phantom_ttt,10002432.0,0.1314711659814015,0.0959660834253622,0.11371862470338184,iem_ppo,0.5,True,3.0,0.05,True,False,0.1,10,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
2026-04-05_20-47-18-989881_7fb6a0,3,10000000,classical_phantom_ttt,10002432.0,0.1332921446587281,0.1141045798415866,0.12369836225015735,iem_ppo,0.5,True,3.0,0.05,True,True,0.1,10,True,0.95,0.99,0.001,0.002,2.0,True,8,2,512,,,,1,0.0625
